Engine_RPM,Lub_Oil_Pressure,Fuel_Pressure,Coolant_Pressure,Lub_Oil_Temp,Coolant_Temp,temp_pressure_ratio,Engine_Condition
996,4.750357211,13.86776843,1.692000241,78.05548568,80.51828546,46.132049899601704,1
1449,3.490120454,5.679920717,2.611001434,78.33236618,82.93833707,30.000878268043774,1
474,5.087625889,6.335908742,1.518576282,77.74082487,83.79740755,51.193196284099294,1
800,3.587332631,6.834433236,1.43058125,76.53086917,82.10173502,53.496308352770356,1
702,4.850355875,6.121657035,1.612031637,77.51367824,79.90148846,48.08443480663848,1
852,2.279259435,3.596941685,1.930851363,77.48648929,79.39829906,40.13071676262594,1
595,2.581031952,15.78957774,1.419942327,76.33033544,72.85971953,53.75590278047766,1
730,5.867369041,15.45932032,3.756909132,74.16248409,66.79615132,19.74028696036959,1
472,1.999791142,13.39081259,0.992580898,83.1723104,80.52406893,83.79390211285114,1
706,3.621095559,6.412525115,1.778912034,76.30135653,76.94354858,42.89212292656686,1
848,3.833365062,2.388807053,2.378656875,76.97266772,82.39264419,32.35970524764937,0
1159,3.83660453,15.49929119,2.741555276,77.37978843,83.94005246,28.224767482394732,0
1155,3.722674963,7.474869157,2.343321441,76.31717198,73.67676409,32.56793458924588,1
931,2.651611573,3.250891787,2.396747792,84.94330377,85.2828677,35.44105417035295,1
777,4.202436588,4.878076047,3.221163183,75.14880108,74.59253506,23.329702185503283,0
1112,4.378646942,8.451368754,1.98893448,75.59389992,72.13619808,38.00721575945742,1
785,2.344393691,1.947263978,1.603927383,76.21235864,73.71456049,47.51606084646487,0
651,4.136984291,8.303353962,6.509130073,74.12577448,67.82734518,11.387967710079634,1
576,3.047465298,12.02481748,1.691115514,78.53164917,75.66986626,46.43775193481435,1
648,3.143074842,6.455446029,1.259156514,76.77350511,83.75044008,60.97212164196322,1
620,2.273815771,5.001799002,4.65952495,77.72272025,85.3054607,16.680392186677274,0
921,3.070705488,6.400175931,1.504789018,74.14503239,80.05885689,49.27267692042864,0
1057,1.969749234,7.026997426,1.92107315,75.38606465,83.76587408,39.24162149076859,1
821,4.89580336,5.420959634,1.758955856,75.17960028,77.65999786,42.74101438221973,0
464,1.869263848,7.225726756,1.210735542,84.2803756,78.18063972,69.61083000004142,1
668,1.926979773,5.638326697,4.797640323,84.18494687,86.37647258,17.54715311176254,0
580,3.886541395,4.837389414,1.856364748,88.28845396,80.77897846,47.559837847212854,1
843,4.969990275,5.518523299,1.460749517,76.47412707,88.35872488,52.35262707765997,1
496,4.459980724,5.112131186,2.563189068,85.24736371,73.00364177,33.2583075965633,0
1070,4.243570146,8.285288761,2.620892841,75.48949945,77.21850038,28.802959612128753,0
903,2.367511939,8.953232306,1.126427803,75.40819095,88.85491357,66.94448042270099,1
556,3.875432146,5.594232018,1.707564321,75.67218606,78.17097755,44.315836781976905,1
925,1.98569659,3.340632589,1.907096214,86.33773673,78.69165767,45.27180685714116,0
491,4.412845949,2.735369064,1.469681882,78.61462701,79.30776956,53.490877503464056,0
521,3.987323208,10.18067073,2.889094733,75.06962594,91.85768324,25.983779312860865,1
739,3.005322213,6.631077357,1.193602909,78.06207365,74.60290155,65.40031668914382,1
661,1.834620396,6.349823242,2.350170993,75.74314309,80.41461188,32.2287659437698,1
820,3.204904985,6.457967634,1.793569205,82.77587798,83.3437882,46.15145688149966,0
564,2.395252662,8.672093422,1.205638651,78.26675779,80.46235016,64.9172061694245,0
770,4.174277247,7.479872003,2.518706414,75.24252152,73.82824033,29.873466485933008,1
509,4.874965565,3.476695234,5.347117499,75.00577861,72.08644645,14.027326797419454,1
519,5.241496136,4.874745643,2.601024647,76.48539604,70.44076513,29.40586000304056,1
686,2.258917042,4.610803719,2.82566306,77.42695984,91.00401721,27.401332287179244,1
703,5.128564052,7.95128685,3.060973429,79.17642953,84.169243,25.866413250589094,1
1062,3.105563169,5.883883469,2.167572327,77.68394919,88.10052523,35.83913320132861,0
1015,2.712149852,3.004857504,2.306884517,78.79250673,89.43033769,34.15536061471576,1
641,0.807346537,6.660406385,3.556692238,75.01888944,79.13915153,21.092313680160007,1
486,4.384494467,7.561093717,2.844381682,80.89289653,75.32392445,28.439526453986474,1
678,3.705727111,4.828925741,2.045334644,74.54460108,88.96002215,36.44614579454325,1
1082,2.010179878,5.182434372,1.424916545,76.53911961,69.07396987,53.714770990485626,1
1571,4.707489085,6.418346391,2.176047327,75.14286433,85.68477356,34.53179940796416,1
668,2.239738439,9.066175368,2.981428006,84.59051974,75.49720901,28.372474933921,1
956,1.801475909,6.074921883,3.968321277,80.10169216,84.41063283,20.185278958884318,0
681,4.56109926,3.151015993,2.93962598,76.56588258,77.96416189,26.046121872238356,1
787,2.654976025,5.743799823,4.119376902,74.65606226,85.16315666,18.123139958524735,1
1043,3.271046877,3.684830371,1.647410847,75.74725904,87.27825072,45.979552215761146,1
547,2.910304352,10.83670438,2.854902768,78.10414512,79.54579379,27.357890656579215,0
571,2.563235967,6.159266613,2.520874172,75.92588289,72.8818659,30.118858614392348,0
469,3.731757705,8.768095391,2.497010038,77.1783071,67.91280425,30.908276305344867,1
601,2.706783514,4.511191292,2.702148589,75.48331699,78.51112431,27.934544148584514,1
512,2.725427236,9.030518944,4.967177748,76.11300036,74.9796951,15.323185297216527,0
605,4.866375379,8.073401861,2.755125794,76.53609423,87.71244697,27.77951795056297,1
529,1.933890442,5.353606296,3.649498225,76.53570313,72.69931292,20.97156305876459,1
761,2.260231975,6.109512389,3.147408759,77.69959899,73.74714713,24.686839318528015,1
958,2.201271019,3.151666241,2.041130365,83.73086425,73.52848215,41.02179099579904,1
497,4.59760408,8.13976649,2.596659051,79.74835216,75.50714962,30.711895509498092,1
958,5.372927798,0.854322231,2.615348907,76.74646318,74.69679667,29.34462534997234,0
1470,6.575457446,8.03725913,1.770325168,79.53680654,80.18483892,44.92776979614753,0
626,2.251564076,3.748148608,3.150196124,75.88192367,84.56681553,24.087992174168466,1
1001,3.090562835,5.142664944,3.038737084,82.23908689,87.05712366,27.06356540664595,0
893,2.505120892,7.59750384,2.584571397,83.41003565,82.27421721,32.27227673978753,0
530,2.012522097,4.955656059,1.753217776,82.83883185,85.41738601,47.24956918325862,1
627,4.219392694,5.266725582,3.047956518,74.08934443,80.01933106,24.307866495008017,1
861,3.587481146,8.150492668,1.800578457,78.16175043,67.78009884,43.40922036299784,1
496,2.650114875,3.859600612,1.854318931,76.75597738,75.79492452,41.39306065626278,1
1159,3.692553651,11.09001592,2.882087161,81.60109943,90.26538999,28.313186436908584,0
692,3.038517727,4.88129699,2.522776504,76.95906542,84.29126743,30.50568878863762,1
824,4.187201242,5.254093529,2.547904837,77.27850693,72.63169887,30.330205224927237,1
734,2.730303026,3.719210131,3.834098159,80.03328541,82.20333872,20.87407813179096,0
927,2.210404929,4.883064973,1.544249642,77.20682907,86.70443638,49.99630692722743,0
775,2.676973065,4.819205565,1.069638483,76.01204246,85.82984324,71.0632354808092,0
671,4.996272488,5.197722576,1.738820795,76.79837525,84.25686452,44.166903975343835,0
850,2.911870488,7.239983967,2.618003065,76.24378427,87.17723308,29.122867030384082,0
1661,3.518120833,11.80290181,2.951990975,76.72592091,72.87272512,25.99123627698886,0
585,3.964212882,7.544531385,3.640915985,75.7857254,71.14470048,20.8150105350452,1
1342,4.820392538,8.582139937,2.534098169,74.99584608,68.66706578,29.59467687667278,0
915,3.551746744,7.38567883,2.909236998,75.47661299,78.82674678,25.943773951078445,1
813,4.505005727,5.056525965,3.321561683,77.84311487,89.336598,23.435690456304414,0
1068,2.578689012,4.262460733,3.15912985,77.8701941,88.83393989,24.64924620010596,0
742,3.69827034,6.027755682,2.379815518,83.13041692,90.47910949,34.93143958420075,1
880,2.961708849,7.530540057,1.770071583,80.17214385,81.99103038,45.29313917405612,0
700,2.682045569,5.648130863,1.474099556,75.70691688,78.03181731,51.35804105890317,0
1356,4.098327031,4.032684187,2.108239893,82.08263771,79.77645569,38.93418346192756,0
675,3.054631474,6.406467321,3.24615965,74.68689176,77.17510721,23.007762034204926,1
553,4.957847122,4.920308314,2.427003335,73.64216674,79.47941603,30.342824558654932,1
934,3.293746771,10.35521283,2.333621674,75.71691865,73.35108618,32.44608457639625,0
594,5.060432094,8.276300855,5.451058382,77.33088589,76.26601521,14.186395794064383,1
734,4.031070783,7.600188749,0.966643452,80.36404686,79.43541111,83.13713143827158,1
843,5.243362578,6.386482442,2.41147392,78.0196237,85.81167278,32.35348750796877,0
786,4.584701171,4.126631711,1.486501847,77.06862429,79.05309196,51.84559481035424,0
637,2.695817058,4.206507741,1.894906856,73.87508674,84.28877,38.98611033042232,1
697,1.861795823,6.641426983,3.167060384,74.52221442,86.4215026,23.530397862348472,0
